signal_date,signal_reference_date,execution_date,window_end,window_end_price_type,calendar_gap_days,cross_weekend_or_holiday,target_position,action,signal_close,execution_open,window_end_price,gap_return,post_execution_return,signal_to_window_return,estimated_gap_not_captured,estimated_post_execution_capture,date,confidence,target_position_signal,action_signal,run_name,ticker,stock_return,win,strong_up,wrong,position_bucket,confidence_bucket,debate_agreement
2026-06-26,2026-06-26,2026-06-29,2026-06-30,end_close,3,True,0.45,持有,8279.98863549,8181.663399,8386.37007,-0.01187504486039459,0.025020177562550483,0.01284801697118576,-0.005343770187177565,0.011259079903147718,2026-06-26,0.68,0.45,持有,300308_weekly_2026q2,300308,0.025020177562550483,True,False,False,40%-60%,0.6-0.7,bullish_or_hold_consensus
2025-10-03,2025-09-30,2025-10-09,2025-10-13,next_execution_open,6,True,0.18,持有,7029.13055076,7030.90022109,7043.2879134,0.0002517623363544885,0.0017618927762397263,0.002014098690835908,4.5317220543807934e-05,0.0003171406997231507,2025-10-03,0.7,0.18,持有,gree_weekly_2025q4_range,000651,0.0017618927762397263,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-10-10,2025-10-10,2025-10-13,2025-10-20,next_execution_open,3,True,0.05,卖出,7151.23780353,7043.2879134,7142.38945188,-0.015095273447166435,0.014070351758793898,-0.0012373174956693545,-0.0007547636723583218,0.0007035175879396949,2025-10-10,0.7,0.05,卖出,gree_weekly_2025q4_range,000651,0.014070351758793898,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-10-17,2025-10-17,2025-10-20,2025-10-27,next_execution_open,3,True,0.18,买入,7117.61406726,7142.38945188,7172.47384749,0.00348085529587272,0.00421209117938548,0.007707608155146595,0.0006265539532570897,0.0007581764122893864,2025-10-17,0.7,0.18,买入,gree_weekly_2025q4_range,000651,0.00421209117938548,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-10-24,2025-10-24,2025-10-27,2025-11-03,next_execution_open,3,True,0.0,卖出,7167.1648365,7172.47384749,7016.74285845,0.0007407407407407085,-0.021712311867752132,-0.020987654320987592,0.0,-0.0,2025-10-24,0.8,0.0,卖出,gree_weekly_2025q4_range,000651,-0.021712311867752132,False,False,True,0%-20%,0.8-1.0,bullish_or_hold_consensus
2025-10-31,2025-10-31,2025-11-03,2025-11-10,next_execution_open,3,True,0.1,卖出,7034.43956175,7016.74285845,7096.3780233,-0.002515723270440251,0.01134930643127352,0.008805031446540879,-0.0002515723270440251,0.001134930643127352,2025-10-31,0.7,0.1,卖出,gree_weekly_2025q4_range,000651,0.01134930643127352,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-11-07,2025-11-07,2025-11-10,2025-11-17,next_execution_open,3,True,0.05,卖出,7082.22066066,7096.3780233,7188.40088046,0.001999000499750103,0.012967581047381493,0.014992503748125774,9.995002498750516e-05,0.0006483790523690747,2025-11-07,0.7,0.05,卖出,gree_weekly_2025q4_range,000651,0.012967581047381493,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-11-14,2025-11-14,2025-11-17,2025-11-24,next_execution_open,3,True,0.08,买入,7188.40088046,7188.40088046,7124.69274858,0.0,-0.008862629246676579,-0.008862629246676579,0.0,-0.0007090103397341263,2025-11-14,0.7,0.08,买入,gree_weekly_2025q4_range,000651,-0.008862629246676579,False,False,True,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-11-21,2025-11-21,2025-11-24,2025-12-01,next_execution_open,3,True,0.05,卖出,7122.92307825,7124.69274858,7153.00747386,0.0002484472049688602,0.003974167908594062,0.0042236024844719555,1.242236024844301e-05,0.0001987083954297031,2025-11-21,0.85,0.05,卖出,gree_weekly_2025q4_range,000651,0.003974167908594062,True,False,False,0%-20%,0.8-1.0,bullish_or_hold_consensus
2025-11-28,2025-11-28,2025-12-01,2025-12-08,next_execution_open,3,True,0.0,卖出,7142.38945188,7153.00747386,7234.41230904,0.0014866204162538033,0.011380504700643224,0.012884043607532147,0.0,0.0,2025-11-28,0.7,0.0,卖出,gree_weekly_2025q4_range,000651,0.011380504700643224,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-12-05,2025-12-05,2025-12-08,2025-12-15,next_execution_open,3,True,0.35,卖出,7232.64263871,7234.41230904,7239.72132003,0.00024467824810381344,0.0007338551859099596,0.0009787129924150317,8.56373868363347e-05,0.0002568493150684858,2025-12-05,0.6,0.35,卖出,gree_weekly_2025q4_range,000651,0.0007338551859099596,True,False,False,20%-40%,0.6-0.7,bullish_or_hold_consensus
2025-12-12,2025-12-12,2025-12-15,2025-12-22,next_execution_open,3,True,0.1,卖出,7211.40659475,7239.72132003,7280.42373762,0.003926380368098226,0.0056220972867269126,0.00957055214723912,0.0003926380368098226,0.0005622097286726912,2025-12-12,0.7,0.1,卖出,gree_weekly_2025q4_range,000651,0.0056220972867269126,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-12-19,2025-12-19,2025-12-22,2025-12-29,next_execution_open,3,True,0.45,卖出,7280.42373762,7280.42373762,7213.17626508,0.0,-0.00923675255226053,-0.00923675255226053,0.0,-0.004156538648517239,2025-12-19,0.7,0.45,卖出,gree_weekly_2025q4_range,000651,-0.00923675255226053,False,False,True,40%-60%,0.7-0.8,bullish_or_hold_consensus
2025-12-26,2025-12-26,2025-12-29,2025-12-31,end_close,3,True,0.4,持有,7213.17626508,7213.17626508,7117.61406726,0.0,-0.013248282630029418,-0.013248282630029418,0.0,-0.005299313052011767,2025-12-26,0.7,0.4,持有,gree_weekly_2025q4_range,000651,-0.013248282630029418,False,False,True,40%-60%,0.7-0.8,bullish_or_hold_consensus
2025-10-03,2025-09-30,2025-10-09,2025-10-13,next_execution_open,6,True,0.25,卖出,764.05011505,768.8211684,732.97011037,0.006244424620874156,-0.04663120567375889,-0.04067796610169494,0.001561106155218539,-0.011657801418439723,2025-10-03,0.85,0.25,卖出,iflytek_weekly_2025q4_range,002230,-0.04663120567375889,False,False,True,20%-40%,0.8-1.0,bullish_or_hold_consensus
2025-10-10,2025-10-10,2025-10-13,2025-10-20,next_execution_open,3,True,0.1,卖出,762.95958857,732.97011037,711.15958077,-0.039306771484723946,-0.02975636972289375,-0.06789351438270497,-0.003930677148472395,-0.002975636972289375,2025-10-10,0.8,0.1,卖出,iflytek_weekly_2025q4_range,002230,-0.02975636972289375,False,False,True,0%-20%,0.8-1.0,bullish_or_hold_consensus
2025-10-17,2025-10-17,2025-10-20,2025-10-27,next_execution_open,3,True,0.25,卖出,699.84536854,711.15958077,725.2001092,0.01616673159329962,0.019743147402721872,0.0362290611608882,0.004041682898324905,0.004935786850680468,2025-10-17,0.7,0.25,卖出,iflytek_weekly_2025q4_range,002230,0.019743147402721872,True,False,False,20%-40%,0.7-0.8,direction_disagreement
2025-10-24,2025-10-24,2025-10-27,2025-11-03,next_execution_open,3,True,0.2,买入,716.33958155,725.2001092,767.18537868,0.012369172216936342,0.05789473684210522,0.07098001902949558,0.0024738344433872686,0.011578947368421045,2025-10-24,0.6,0.2,买入,iflytek_weekly_2025q4_range,002230,0.05789473684210522,True,True,False,20%-40%,0.6-0.7,bullish_or_hold_consensus
2025-10-31,2025-10-31,2025-11-03,2025-11-10,next_execution_open,3,True,0.1,卖出,757.9159036,767.18537868,717.83905546,0.012230215827338187,-0.064321250888415,-0.05287769784172647,0.0012230215827338188,-0.0064321250888415005,2025-10-31,0.7,0.1,卖出,iflytek_weekly_2025q4_range,002230,-0.064321250888415,False,False,True,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-11-07,2025-11-07,2025-11-10,2025-11-17,next_execution_open,3,True,0.0,卖出,715.93063412,717.83905546,680.2158919,0.0026656511805027705,-0.05241169768325116,-0.049885757806550024,0.0,-0.0,2025-11-07,0.85,0.0,卖出,iflytek_weekly_2025q4_range,002230,-0.05241169768325116,False,False,True,0%-20%,0.8-1.0,bullish_or_hold_consensus
2025-11-14,2025-11-14,2025-11-17,2025-11-24,next_execution_open,3,True,0.1,买入,681.30641838,680.2158919,678.8527338,-0.0016006402561024036,-0.002004008016032066,-0.0036014405762304635,-0.00016006402561024037,-0.00020040080160320663,2025-11-14,0.55,0.1,买入,iflytek_weekly_2025q4_range,002230,-0.002004008016032066,False,False,True,0%-20%,0.5-0.6,bullish_or_hold_consensus
2025-11-21,2025-11-21,2025-11-24,2025-12-01,next_execution_open,3,True,0.0,卖出,670.6737852,678.8527338,679.12536542,0.012195121951219523,0.00040160642570286065,0.012601626016260026,0.0,0.0,2025-11-21,0.7,0.0,卖出,iflytek_weekly_2025q4_range,002230,0.00040160642570286065,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-11-28,2025-11-28,2025-12-01,2025-12-08,next_execution_open,3,True,0.05,持有,675.03589112,679.12536542,668.76536386,0.006058158319870666,-0.01525491770373344,-0.009289176090468532,0.0003029079159935333,-0.000762745885186672,2025-11-28,0.7,0.05,持有,iflytek_weekly_2025q4_range,002230,-0.01525491770373344,False,False,True,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-12-05,2025-12-05,2025-12-08,2025-12-15,next_execution_open,3,True,0.0,卖出,665.63010023,668.76536386,674.7632595,0.004710219127585402,0.008968609865470878,0.013721073110792403,0.0,0.0,2025-12-05,0.7,0.0,卖出,iflytek_weekly_2025q4_range,002230,0.008968609865470878,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-12-12,2025-12-12,2025-12-15,2025-12-22,next_execution_open,3,True,0.05,卖出,677.4895757,674.7632595,667.12957414,-0.004024144869215318,-0.011313131313131275,-0.01529175050301812,-0.0002012072434607659,-0.0005656565656565638,2025-12-12,0.8,0.05,卖出,iflytek_weekly_2025q4_range,002230,-0.011313131313131275,False,False,True,0%-20%,0.8-1.0,bullish_or_hold_consensus
2025-12-19,2025-12-19,2025-12-22,2025-12-29,next_execution_open,3,True,0.0,卖出,665.2211528,667.12957414,666.17536347,0.0028688524590163578,-0.0014303228442992255,0.0014344262295080679,0.0,-0.0,2025-12-19,0.8,0.0,卖出,iflytek_weekly_2025q4_range,002230,-0.0014303228442992255,False,False,True,0%-20%,0.8-1.0,bullish_or_hold_consensus
2025-12-26,2025-12-26,2025-12-29,2025-12-31,end_close,3,True,0.0,卖出,665.76641604,666.17536347,685.53220849,0.0006142506142505777,0.02905668099038272,0.0296887796887797,0.0,0.0,2025-12-26,0.65,0.0,卖出,iflytek_weekly_2025q4_range,002230,0.02905668099038272,True,False,False,0%-20%,0.6-0.7,bullish_or_hold_consensus
2026-04-03,2026-04-03,2026-04-07,2026-04-13,next_execution_open,4,True,0.7,卖出,10938.27328,10938.6478784,10818.401792,3.42465753424559e-05,-0.010992774220060841,-0.010958904109588885,2.3972602739719128e-05,-0.007694941954042588,2026-04-03,0.7,0.7,卖出,moutai_weekly_2026q2,600519,-0.010992774220060841,False,False,True,60%-80%,0.7-0.8,bullish_or_hold_consensus
2026-04-10,2026-04-10,2026-04-13,2026-04-20,next_execution_open,3,True,0.0,持有,10893.02179328,10818.401792,10511.231104,-0.006850257228534495,-0.028393351800554023,-0.03504910726567445,-0.0,-0.0,2026-04-10,0.7,0.0,持有,moutai_weekly_2026q2,600519,-0.028393351800554023,False,False,True,0%-20%,0.7-0.8,bullish_or_hold_consensus
2026-04-17,2026-04-17,2026-04-20,2026-04-27,next_execution_open,3,True,0.08,买入,10542.99704832,10511.231104,10638.59456,-0.0030129899661748283,0.012116892373485344,0.009067394332167966,-0.00024103919729398626,0.0009693513898788275,2026-04-17,0.7,0.08,买入,moutai_weekly_2026q2,600519,0.012116892373485344,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2026-04-24,2026-04-24,2026-04-27,2026-05-06,next_execution_open,3,True,0.025,卖出,10926.96040832,10638.59456,10227.2855168,-0.026390307784078026,-0.03866197183098585,-0.06403197827890483,-0.0006597576946019507,-0.0009665492957746463,2026-04-24,0.8,0.025,卖出,moutai_weekly_2026q2,600519,-0.03866197183098585,False,False,True,0%-20%,0.8-1.0,bullish_or_hold_consensus
2026-05-01,2026-04-30,2026-05-06,2026-05-11,next_execution_open,5,True,0.1,卖出,10374.80236672,10227.2855168,10285.64794752,-0.014218762411629116,0.0057065416453006,-0.008593360726175114,-0.0014218762411629116,0.00057065416453006,2026-05-01,0.85,0.1,卖出,moutai_weekly_2026q2,600519,0.0057065416453006,True,False,False,0%-20%,0.8-1.0,bullish_or_hold_consensus
2026-05-08,2026-05-08,2026-05-11,2026-05-18,next_execution_open,3,True,0.25,买入,10286.39714432,10285.64794752,10009.269248,-7.283374241628948e-05,-0.026870324643634813,-0.02694120131974742,-1.820843560407237e-05,-0.006717581160908703,2026-05-08,0.55,0.25,买入,moutai_weekly_2026q2,600519,-0.026870324643634813,False,False,True,20%-40%,0.5-0.6,bullish_or_hold_consensus
2026-05-15,2026-05-15,2026-05-18,2026-05-25,next_execution_open,3,True,0.0,卖出,9986.4187456,10009.269248,9642.162816,0.0022881578453806117,-0.03667664670658688,-0.034472410818110255,0.0,-0.0,2026-05-15,0.8,0.0,卖出,moutai_weekly_2026q2,600519,-0.03667664670658688,False,False,True,0%-20%,0.8-1.0,bullish_or_hold_consensus
2026-05-22,2026-05-22,2026-05-25,2026-06-01,next_execution_open,3,True,0.0,卖出,9666.1371136,9642.162816,9941.841536,-0.002480235622384086,0.03108003108003099,0.028522709657417433,-0.0,0.0,2026-05-22,0.8,0.0,卖出,moutai_weekly_2026q2,600519,0.03108003108003099,True,False,False,0%-20%,0.8-1.0,bullish_or_hold_consensus
2026-05-29,2026-05-29,2026-06-01,2026-06-08,next_execution_open,3,True,0.0,卖出,9934.349568,9941.841536,9529.783296,0.0007541478129713397,-0.04144687264506408,-0.040723981900452455,0.0,-0.0,2026-05-29,0.7,0.0,卖出,moutai_weekly_2026q2,600519,-0.04144687264506408,False,False,True,0%-20%,0.7-0.8,direction_agreement_position_disagreement
2026-06-05,2026-06-05,2026-06-08,2026-06-15,next_execution_open,3,True,0.3,持有,9536.22638848,9529.783296,9684.8670336,-0.0006756438257152775,0.016273584905660332,0.015586945932781315,-0.00020269314771458323,0.0048820754716980995,2026-06-05,0.7,0.3,持有,moutai_weekly_2026q2,600519,0.016273584905660332,True,False,False,20%-40%,0.7-0.8,bullish_or_hold_consensus
2026-06-12,2026-06-12,2026-06-15,2026-06-22,next_execution_open,3,True,0.0,卖出,9678.94837888,9684.8670336,9097.57166208,0.0006114977049482828,-0.060640519842190765,-0.060066103675952776,0.0,-0.0,2026-06-12,0.7,0.0,卖出,moutai_weekly_2026q2,600519,-0.060640519842190765,False,False,True,0%-20%,0.7-0.8,bullish_or_hold_consensus
2026-06-19,2026-06-18,2026-06-22,2026-06-29,next_execution_open,3,True,0.15,卖出,9102.74112,9097.57166208,8965.361433,-0.000567901234568069,-0.014532474597707346,-0.015092122822010001,-8.518518518521034e-05,-0.002179871189656102,2026-06-19,0.8,0.15,卖出,moutai_weekly_2026q2,600519,-0.014532474597707346,False,False,True,0%-20%,0.8-1.0,bullish_or_hold_consensus
2026-06-26,2026-06-26,2026-06-29,2026-06-30,end_close,3,True,0.15,卖出,8962.52380791,8965.361433,9091.82748093,0.00031661004766259104,0.014106073567151434,0.014427149739438594,4.7491507149388656e-05,0.002115911035072715,2026-06-26,0.7,0.15,卖出,moutai_weekly_2026q2,600519,0.014106073567151434,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
