source_file,signal_date,field_path,component,status,evidence_level,ok,source,vendor,rows,cutoff_date,retrieved_at,temporal_rule,warning,evidence,time_evidence_count
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-15.json,2026-05-15,input_state.skip_analysts.social,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.sentiment_report,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.news_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,---|------| | 数据质量 | ✅ 正常（DATA_QUALITY: ok=true） | | 数据来源 | 东方财富股票新闻 + 巨潮资讯网公告 | | 新闻数量 | 5条（均为公司公告） | | 近期窗口 | 截至2026-05-22,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.news_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,| 数据质量 | ✅ 正常（DATA_QUALITY: ok=true） | | 数据来源 | 东方财富股票新闻 + 巨潮资讯网公告 | | 新闻数量 | 5条（均为公司公告） | | 近期窗口 | 截至2026-05-22前14天无其他新闻报道,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.data_audit_report,news,structured,tool_header,,,,,2026-05-22,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.data_evidence_audit.social.rule,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-22.json,2026-05-22,input_state.skip_analysts.social,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.sentiment_report,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.news_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,---| | **公告日期** | 2026年5月28日（临 2026-021 号公告） | | **信息来源** | 巨潮资讯网（CNInfo）官方公告 | | **事件性质** | 重大公司行为完成公告 | --- ### 🔍 二、关键数据,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.data_audit_report,news,structured,tool_header,,,,,2026-05-29,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.data_evidence_audit.social.rule,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-05-29.json,2026-05-29,input_state.skip_analysts.social,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.sentiment_report,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.news_report,news,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,|------|------| | ✅ 数据质量 | **ok=true**，数据来源可靠 | | 📡 数据来源 | 东方财富股票新闻 + 巨潮资讯网公告 | | 🕐 分析截止时间 | 2026-06-05 19:30 | | 📄 有效公告数量,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.news_report,news,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,----| | ✅ 数据质量 | **ok=true**，数据来源可靠 | | 📡 数据来源 | 东方财富股票新闻 + 巨潮资讯网公告 | | 🕐 分析截止时间 | 2026-06-05 19:30 | | 📄 有效公告数量 | **3条**（时效,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.data_audit_report,news,structured,tool_header,,,,,2026-06-05,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.data_evidence_audit.social.rule,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-05.json,2026-06-05,input_state.skip_analysts.social,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.sentiment_report,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.fundamentals_report,fundamentals,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,引用的部分财务明细（如利润表、资产负债表中的具体分项）来自报告期为2025年3月31日的Sina报表，而核心财务指标（如BaoStock的ROE、毛利率等）使用的是已披露的准确数据。这种明细数据与核心指标的时间错配是技术上的限制，但不构成实质性分析障碍，因,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.fundamentals_report,fundamentals,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,**数据缺口说明**：报告中引用的部分财务明细（如利润表、资产负债表中的具体分项）来自报告期为2025年3月31日的Sina报表，而核心财务指标（如BaoStock的ROE、毛利率等）使用的是已披露的准确数据。这种明细数据与核心指标的时间错配是,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.data_audit_report,news,structured,tool_header,,,,,2026-06-12,,,,,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.data_evidence_audit.fundamentals.rule,news,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,"entals require valuation fields, audited statement rows, or BaoStock financial indicators disclosed by pubDate; announcements ar",0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.data_evidence_audit.social.rule,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-12.json,2026-06-12,input_state.skip_analysts.social,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.sentiment_report,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/moutai_weekly_2026q2/audit_reports/audit_600519_2026-06-19.json,2026-06-19,input_state.news_report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,** | | **性质** | 重大市场格局变化，情绪面利空 | > **新闻链接**：http://finance.eastmoney.com/a/202606183776247457.html --- #### 🟡 两条技术面提示新闻（影响较弱）,0
